"Id","Creation Time","Owner","Tags","Group Tags","args/seed","args/retrain_freq","args/budget","args/strategy","test/test_gold_acc (last)","online/1000-gold_0 (average)","online/1500-gold_0 (average)","online/2000-gold_0 (average)","online/2500-gold_0 (average)","online/3000-gold_0 (average)","online/3500-gold_0 (average)","args/learning_rate","args/buffer_percent","args/buffer_policy_parameter","train/total_flops","train/total_time_elapsed","train/total_flops (last)","train/total_time_elapsed (last)","args/incremental","args/ewc"
"ON-5297","2024-08-11 12:41:40","shriram","[""FEVER""]","[]","2","1000","1500","BT","0.6984126984126984",,"0.7374679412450454",,,,,"5.0E-4","0.5","random",,,"3.11490768E15","1620.9257318973541","yes","no"
"ON-5295","2024-08-11 12:41:26","shriram","[""FEVER""]","[]","0","1000","2000","BT","0.6689342403628118",,,"0.746560969923059",,,,"5.0E-4","0.5","random",,,"3.80911548E15","2061.924112558365","yes","no"
"ON-5293","2024-08-11 12:41:15","shriram","[""FEVER""]","[]","0","1000","1000","BT","0.6681783824640968","0.6996968990440662",,,,,,"5.0E-4","0.5","random",,,"1.3001517E15","737.4339869022369","yes","no"
"ON-5284","2024-08-11 12:40:19","shriram","[""FEVER""]","[]","0","1000","2500","BT","0.6802721088435374",,,,"0.7547213802751224",,,"5.0E-4","0.5","random",,,"5.44571991E15","2925.977298259735","yes","no"
"ON-5283","2024-08-11 12:40:15","shriram","[""FEVER""]","[]","0","1000","1500","b1","0.6961451247165533",,"0.7164840289111681",,,,,"5.0E-4","0.5","random",,,"1.3231686E15","685.4086427688599","yes","no"
"ON-5281","2024-08-11 12:40:01","shriram","[""FEVER""]","[]","1","1000","1500","BT","0.6840513983371126",,"0.7314059221263698",,,,,"5.0E-4","0.5","random",,,"2.53210347E15","1352.736722946167","yes","no"
"ON-5274","2024-08-11 12:39:21","shriram","[""FEVER""]","[]","2","1000","1000","BT","0.6991685563114135","0.7136861739333178",,,,,,"5.0E-4","0.5","random",,,"2.29798599E15","1215.424388408661","yes","no"
"ON-5266","2024-08-11 12:38:29","shriram","[""FEVER""]","[]","2","1000","2500","BT","0.7112622826908541",,,,"0.7563534623455351",,,"5.0E-4","0.5","random",,,"3.236409E15","1528.7850992679596","yes","no"
"ON-5263","2024-08-11 12:38:07","shriram","[""FEVER""]","[]","2","1000","2000","BT","0.6787603930461074",,,"0.7439962695266962",,,,"5.0E-4","0.5","random",,,"4.69861845E15","2382.8539774417877","yes","no"
"ON-5252","2024-08-11 12:36:40","shriram","[""FEVER""]","[]","0","1000","3000","b1","0.691609977324263",,,,,"0.7472604336675216",,"5.0E-4","0.5","random",,,"5.00479188E15","2682.240768432617","yes","no"
"ON-5240","2024-08-11 12:35:08","shriram","[""FEVER""]","[]","2","1000","3500","b1","0.6953892668178382",,,,,,"0.7631149452086734","5.0E-4","0.5","random",,,"4.16649789E15","2258.7662155628204","yes","no"
"ON-5239","2024-08-11 12:35:04","shriram","[""FEVER""]","[]","1","1000","3500","b1","0.6795162509448224",,,,,,"0.7533224527861972","5.0E-4","0.5","random",,,"4.10673462E15","2152.7192878723145","yes","no"
"ON-5237","2024-08-11 12:34:54","shriram","[""FEVER""]","[]","1","1000","3000","b1","0.6893424036281179",,,,,"0.7495919794823969",,"5.0E-4","0.5","random",,,"3.11250303E15","1590.9932789802551","yes","no"
"ON-5233","2024-08-11 12:34:09","shriram","[""FEVER""]","[]","1","1000","3500","BT","0.6832955404383976",,,,,,"0.7810678479832128","5.0E-4","0.5","random",,,"4.63989615E15","2618.1769893169403","yes","no"
"ON-5232","2024-08-11 12:34:02","shriram","[""FEVER""]","[]","2","1000","3000","BT","0.6863189720332578",,,,,"0.7502914432268594",,"5.0E-4","0.5","random",,,"4.13280516E15","2074.8825023174286","yes","no"
"ON-5229","2024-08-11 12:33:31","shriram","[""FEVER""]","[]","0","1000","1500","BT","0.6696900982615268",,"0.7346700862671951",,,,,"5.0E-4","0.5","random",,,"2.49082626E15","1340.3778932094574","yes","no"
"ON-5227","2024-08-11 12:33:19","shriram","[""FEVER""]","[]","2","1000","3500","BT","0.6832955404383976",,,,,,"0.7612497085567731","5.0E-4","0.5","random",,,"6.97218471E15","3570.7084727287292","yes","no"
"ON-5221","2024-08-11 12:32:38","shriram","[""FEVER""]","[]","0","1000","2000","b1","0.6787603930461074",,,"0.7330380041967824",,,,"5.0E-4","0.5","random",,,"2.76610371E15","1553.6278083324432","yes","no"
"ON-5220","2024-08-11 12:32:32","shriram","[""FEVER""]","[]","2","1000","2000","b1","0.6848072562358276",,,"0.7183492655630683",,,,"5.0E-4","0.5","random",,,"1.78485099E15","912.7071759700775","yes","no"
"ON-5217","2024-08-11 12:32:06","shriram","[""FEVER""]","[]","1","1000","2500","b1","0.690098261526833",,,,"0.7435299603637211",,,"5.0E-4","0.5","random",,,"3.62042193E15","2026.088948726654","yes","no"
"ON-5216","2024-08-11 12:32:02","shriram","[""FEVER""]","[]","2","1000","2500","b1","0.6628873771730914",,,,"0.728841221730007",,,"5.0E-4","0.5","random",,,"2.85866844E15","1460.357584953308","yes","no"
"ON-5210","2024-08-11 12:31:10","shriram","[""FEVER""]","[]","0","1000","1000","b1","0.6583522297808012","0.7013289811144789",,,,,,"5.0E-4","0.5","random",,,"1.44931878E15","761.5853588581085","yes","no"
